"trip_id","transport_type","origin_station","destination_station","actual_arrival_delay_min","weather_condition","temperature_C","humidity_percent","wind_speed_kmh","precipitation_mm","event_type","peak_hour","is_late"
"T01259","Tram","Station_30","Station_16",-3,"Clear",28.27,NA,17.52,1.61,"No Event",0,FALSE
"T01260","Tram","Station_48","Station_2",11,"Rain",22.35,52.87,16.05,1.02,"No Event",1,TRUE
"T01261","Tram","Station_35","Station_4",21,"Rain",25.46,46.1,10.75,2.57,"Festival",1,TRUE
"T01262","Tram","Station_22","Station_21",17,"Snow",1.49,40.25,11.52,13.71,"No Event",1,TRUE
"T01263","Tram","Station_38","Station_39",9,"Storm",10.03,40.18,42.51,5.05,"No Event",1,TRUE
"T01264","Train","Station_31","Station_34",12,"Storm",9.25,NA,26.11,27.95,"No Event",0,TRUE
"T01265","Tram","Station_14","Station_30",20,"Storm",5.19,52.91,52.49,17.65,"Parade",0,TRUE
"T01266","Tram","Station_24","Station_6",-4,"Cloudy",13.07,59.35,13.71,1.86,"No Event",0,FALSE
"T01267","Metro","Station_50","Station_17",-1,"Clear",27.25,52.32,10.14,2.46,"No Event",0,FALSE
"T01268","Bus","Station_49","Station_39",-4,"Rain",12.58,52.88,17.34,NA,"No Event",0,FALSE
"T01269","Train","Station_32","Station_25",-2,"Clear",27.1,58.11,13.85,2,"No Event",0,FALSE
"T01270","Train","Station_36","Station_5",0,"Clear",27.54,55.11,16.59,2.32,"Protest",0,FALSE
"T01271","Train","Station_32","Station_5",-5,"Clear",26.88,49.13,18.74,1.62,"No Event",0,FALSE
"T01272","Tram","Station_15","Station_20",11,"Storm",7.96,54.68,54.31,17.07,"Concert",0,TRUE
"T01273","Tram","Station_43","Station_16",6,"Snow",16.13,49.87,21.06,15.77,"No Event",0,TRUE
"T01274","Tram","Station_35","Station_41",1,"Snow",14.42,46.67,18.47,13.87,"No Event",0,FALSE
"T01275","Metro","Station_3","Station_37",13,"Storm",3.18,49.51,34.02,22.82,"No Event",0,TRUE
"T01276","Bus","Station_16","Station_40",5,"Rain",13.75,48.7,13.02,5.88,"Concert",0,TRUE
"T01277","Tram","Station_5","Station_9",3,"Rain",25.7,53.24,21.66,6.12,"No Event",0,FALSE
"T01278","Bus","Station_21","Station_5",12,"Rain",12.4,46.61,16.51,13.97,"No Event",0,TRUE
"T01279","Metro","Station_10","Station_42",16,"Snow",2.23,58.17,11.02,15.32,"No Event",0,TRUE
"T01280","Train","Station_19","Station_2",14,"Snow",4.75,47.86,4.05,15.13,"Sports",0,TRUE
"T01281","Tram","Station_25","Station_9",4,"Clear",31.94,41.53,21.43,2.06,"Festival",0,FALSE
"T01282","Bus","Station_4","Station_43",27,"Storm",16.54,48.2,55.58,15.77,"Protest",0,TRUE
"T01283","Bus","Station_29","Station_36",8,"Cloudy",18.79,45.52,13.38,2.12,"No Event",0,TRUE
"T01284","Tram","Station_19","Station_22",0,"Clear",20.76,51.63,22.68,2.26,"No Event",0,FALSE
"T01285","Train","Station_43","Station_22",-2,"Fog",16.12,63.71,17.17,1.69,"No Event",0,FALSE
"T01286","Train","Station_2","Station_22",13,"Snow",4.89,51.79,8.14,16.48,"No Event",0,TRUE
"T01287","Train","Station_10","Station_34",11,"Clear",NA,47.67,15.59,2.32,"Protest",0,TRUE
"T01288","Metro","Station_43","Station_29",18,"Storm",-1.5,57.24,36.12,22.91,"Sports",0,TRUE
"T01289","Bus","Station_25","Station_38",9,"Fog",28.67,48.01,21.26,1.72,"Sports",0,TRUE
"T01290","Bus","Station_20","Station_46",16,"Clear",24.85,54.57,17.85,2.22,"No Event",0,TRUE
"T01291","Bus","Station_48","Station_33",16,"Storm",NA,57.97,38.98,24.29,"Festival",0,TRUE
"T01292","Metro","Station_19","Station_18",21,"Storm",13.66,58.24,45.33,7.77,"Festival",0,TRUE
"T01293","Bus","Station_23","Station_7",16,"Snow",0.579999999999998,41.9,17.08,15.39,"No Event",0,TRUE
"T01294","Metro","Station_24","Station_1",-5,"Cloudy",24.14,46,15.35,1.83,"No Event",0,FALSE
"T01295","Train","Station_11","Station_33",5,"Clear",28.19,56.75,20.99,1.2,"No Event",0,TRUE
"T01296","Tram","Station_46","Station_1",8,"Storm",26.61,49.64,NA,11.97,"No Event",0,TRUE
"T01297","Bus","Station_34","Station_24",5,"Rain",22.25,51.99,23.84,5.77,"Festival",0,TRUE
"T01298","Bus","Station_28","Station_4",40,"Storm",16.72,60.81,54.21,18.24,"No Event",0,TRUE
"T01299","Train","Station_5","Station_4",-2,"Cloudy",30.27,45.92,21.92,1.76,"No Event",0,FALSE
"T01300","Tram","Station_5","Station_18",15,"Storm",23.04,56.08,29.93,22.38,"No Event",1,TRUE
"T01301","Metro","Station_21","Station_27",10,"Snow",0.57,54.66,23.75,13.32,"No Event",1,TRUE
"T01302","Tram","Station_12","Station_43",-11,"Clear",19.07,45.82,15.17,1.88,"No Event",1,FALSE
"T01303","Train","Station_50","Station_32",14,"Snow",6.24,45.04,18.99,15.89,"Parade",1,TRUE
"T01304","Train","Station_4","Station_33",1,"Clear",29.4,58.65,9.72,1.74,"No Event",0,FALSE
"T01305","Tram","Station_49","Station_28",4,"Fog",20.76,52.36,22.69,1.92,"Sports",0,FALSE
"T01306","Metro","Station_42","Station_42",-3,"Clear",21.85,52.92,4.49,2.04,"Sports",0,FALSE
"T01307","Metro","Station_20","Station_41",-1,"Fog",27.09,57.32,5.96,2.07,"No Event",0,FALSE
"T01308","Bus","Station_38","Station_36",6,"Snow",8.84,52.01,17.95,14.64,"Festival",0,TRUE
"T01309","Metro","Station_25","Station_6",1,"Rain",27.13,57.15,11.19,8.06,"No Event",0,FALSE
"T01310","Tram","Station_14","Station_16",7,"Cloudy",29.66,51.14,9.45,1.69,"Concert",0,TRUE
"T01311","Train","Station_11","Station_34",5,"Rain",21.89,57.43,13.27,2.17,"Concert",0,TRUE
"T01312","Bus","Station_32","Station_23",7,"Fog",15.81,51.59,17.08,1.88,"No Event",0,TRUE
"T01313","Bus","Station_11","Station_50",50,"Storm",19.05,52.86,46.38,24.02,"No Event",0,TRUE
"T01314","Train","Station_18","Station_42",12,"Storm",14.79,58.87,NA,14.24,"Sports",0,TRUE
"T01315","Metro","Station_27","Station_24",0,"Rain",8.15,55.79,15.09,9.36,"No Event",0,FALSE
"T01316","Train","Station_18","Station_49",11,"Storm",7.51,64.66,47.07,16.78,"No Event",0,TRUE
"T01317","Metro","Station_23","Station_13",26,"Fog",25.98,59.44,15.3,2.27,"Sports",0,TRUE
"T01318","Train","Station_11","Station_18",17,"Snow",6.32,42.79,17.44,16.39,"Sports",0,TRUE
"T01319","Tram","Station_21","Station_13",13,"Cloudy",26.01,60.77,11.27,1.89,"No Event",0,TRUE
"T01320","Metro","Station_44","Station_49",-3,"Clear",24.7,53.88,11.75,1.98,"No Event",0,FALSE
"T01321","Tram","Station_5","Station_37",-2,"Fog",27.39,47.48,17.55,2.45,"No Event",0,FALSE
"T01322","Bus","Station_23","Station_43",-8,"Fog",22.75,51.46,5.24,2.36,"No Event",0,FALSE
"T01323","Train","Station_41","Station_39",-1,"Clear",28.56,52.91,16.03,2.04,"No Event",0,FALSE
"T01324","Bus","Station_25","Station_42",24,"Clear",29.69,48.77,14.51,2.09,"Festival",0,TRUE
"T01325","Bus","Station_41","Station_17",-4,"Cloudy",16.56,52.39,14.74,2.02,"No Event",0,FALSE
"T01326","Bus","Station_10","Station_15",21,"Cloudy",26.56,53.13,14.43,1.92,"No Event",0,TRUE
"T01327","Bus","Station_22","Station_18",-7,"Cloudy",13.98,60.69,12.94,2.06,"Sports",0,FALSE
"T01328","Train","Station_19","Station_23",13,"Storm",7.94,54.1,40.88,NA,"No Event",0,TRUE
"T01329","Bus","Station_1","Station_30",-4,"Fog",24.61,48.79,17.82,2.27,"No Event",0,FALSE
"T01330","Train","Station_7","Station_34",9,"Snow",2.32,53.85,22.17,14.39,"Concert",0,TRUE
"T01331","Train","Station_4","Station_4",1,"Clear",20.61,52.99,20.17,2.13,"Sports",0,FALSE
"T01332","Tram","Station_1","Station_3",4,"Fog",38,58.19,8.94,1.74,"Sports",0,FALSE
"T01333","Metro","Station_15","Station_7",3,"Fog",24.11,58.94,12.61,2.47,"Sports",0,FALSE
"T01334","Metro","Station_40","Station_18",-5,"Cloudy",19.6,51.72,14.42,1.59,"No Event",0,FALSE
"T01335","Train","Station_12","Station_42",-3,"Cloudy",22.94,41.77,16.08,2.02,"Festival",0,FALSE
"T01336","Tram","Station_22","Station_7",-3,"Fog",26.37,57.03,7.21,2.29,"No Event",0,FALSE
"T01337","Train","Station_22","Station_40",0,"Cloudy",27.99,57.21,13.97,1.9,"No Event",0,FALSE
"T01338","Train","Station_50","Station_6",13,"Storm",14.15,46.62,46.86,18.7,"No Event",0,TRUE
"T01339","Train","Station_47","Station_22",-7,"Clear",22.14,60.18,13.19,1.85,"No Event",0,FALSE
"T01340","Tram","Station_17","Station_1",-1,"Fog",22.73,53.07,18.02,2.4,"No Event",0,FALSE
"T01341","Metro","Station_29","Station_4",2,"Clear",34.76,49.59,16,2.03,"No Event",0,FALSE
"T01342","Tram","Station_46","Station_46",11,"Storm",13.85,59.32,31.56,17.53,"No Event",0,TRUE
"T01343","Bus","Station_14","Station_49",15,"Cloudy",29.84,55.13,13.44,2.44,"No Event",0,TRUE
"T01344","Tram","Station_50","Station_50",5,"Rain",24.88,57.96,18.09,-0.81,"Sports",0,TRUE
"T01345","Tram","Station_20","Station_43",15,"Storm",12.33,60.28,49.07,8.04,"Sports",0,TRUE
"T01346","Tram","Station_50","Station_29",3,"Rain",21.23,54.17,21.2,5.01,"No Event",0,FALSE
"T01347","Tram","Station_48","Station_21",-11,"Clear",24.94,55.19,14.12,1.76,"No Event",0,FALSE
"T01348","Metro","Station_33","Station_26",2,"Fog",42.13,52.11,9.59,1.14,"No Event",0,FALSE
"T01349","Bus","Station_43","Station_14",10,"Cloudy",14.37,54.16,14,2.1,"No Event",0,TRUE
"T01350","Metro","Station_15","Station_9",10,"Storm",2.97,47.31,43.1,15.9,"Sports",0,TRUE
"T01351","Metro","Station_12","Station_47",-7,"Cloudy",23.99,48.22,14.6,2.17,"No Event",0,FALSE
"T01352","Tram","Station_40","Station_12",6,"Rain",18.46,64.09,12.23,15.37,"No Event",0,TRUE
"T01353","Train","Station_20","Station_42",-2,"Rain",19.79,55.5,21.86,6.97,"No Event",0,FALSE
"T01354","Train","Station_30","Station_6",6,"Snow",2.27,51.11,14.52,15.13,"Protest",0,TRUE
"T01355","Metro","Station_38","Station_20",-3,"Fog",19.13,50.06,10.32,NA,"No Event",0,FALSE
"T01356","Metro","Station_3","Station_24",15,"Rain",20.94,41.89,23.01,3.85,"Concert",1,TRUE
"T01357","Tram","Station_28","Station_27",13,"Fog",25.59,50.48,9.25,1.81,"No Event",1,TRUE
"T01358","Metro","Station_26","Station_38",13,"Snow",-1.16,52.82,11.94,13.61,"Sports",1,TRUE
"T01359","Tram","Station_30","Station_8",25,"Storm",6.43,56.37,NA,5.46,"Festival",1,TRUE
"T01360","Train","Station_13","Station_1",11,"Snow",-5.32,49.4,17.27,13.67,"No Event",0,TRUE
"T01361","Train","Station_13","Station_49",-8,"Fog",23.12,46.88,20.18,1.92,"Protest",0,FALSE
"T01362","Bus","Station_2","Station_49",17,"Rain",20.74,51.59,20.36,6.8,"Sports",0,TRUE
"T01363","Train","Station_37","Station_24",0,"Clear",20.68,52.24,4.24,2.25,"Sports",0,FALSE
"T01364","Metro","Station_49","Station_47",3,"Fog",35.09,38.83,10.75,1.95,"Sports",0,FALSE
"T01365","Train","Station_38","Station_7",-4,"Cloudy",26.16,55.35,11.55,1.82,"No Event",0,FALSE
"T01366","Tram","Station_2","Station_19",-2,"Clear",20.36,44.44,12.32,2.36,"No Event",0,FALSE
"T01367","Train","Station_36","Station_22",9,"Fog",25.11,57.9,12.51,2.15,"Parade",0,TRUE
"T01368","Bus","Station_26","Station_35",-4,"Cloudy",21.33,47.44,9.83,2.3,"No Event",0,FALSE
"T01369","Train","Station_11","Station_30",24,"Snow",7.87,39.52,17.41,13.84,"Parade",0,TRUE
"T01370","Tram","Station_8","Station_29",-10,"Clear",26.06,52.53,22.37,1.94,"No Event",0,FALSE
"T01371","Tram","Station_44","Station_22",1,"Fog",34,57.39,9.33,2.01,"No Event",0,FALSE
"T01372","Metro","Station_40","Station_11",15,"Storm",9,57.59,56.53,28.16,"Concert",0,TRUE
"T01373","Train","Station_43","Station_20",2,"Snow",11.09,51.25,NA,15.16,"Protest",0,FALSE
"T01374","Tram","Station_22","Station_29",-4,"Cloudy",15.63,49.45,12.88,1.96,"No Event",0,FALSE
"T01375","Bus","Station_20","Station_41",34,"Storm",12.7,53.12,40.15,12.69,"No Event",0,TRUE
"T01376","Metro","Station_8","Station_42",8,"Rain",19.37,55.54,14.79,8.11,"Sports",0,TRUE
"T01377","Bus","Station_29","Station_34",27,"Snow",3.33,48.26,NA,13.18,"Parade",0,TRUE
"T01378","Train","Station_40","Station_1",11,"Snow",4.72,50.73,8.87,15.99,"Concert",0,TRUE
"T01379","Train","Station_26","Station_31",-5,"Fog",22.88,50.28,17.76,2.58,"No Event",0,FALSE
"T01380","Train","Station_30","Station_30",0,"Fog",24.65,NA,13.35,2.17,"No Event",0,FALSE
"T01381","Metro","Station_17","Station_48",2,"Cloudy",13.12,51.87,15.99,2.33,"Festival",0,FALSE
"T01382","Tram","Station_20","Station_18",3,"Snow",1.82,45.86,8.99,16.27,"No Event",0,FALSE
"T01383","Metro","Station_16","Station_17",-8,"Fog",24.27,54.26,10.06,1.81,"No Event",0,FALSE
"T01384","Bus","Station_46","Station_38",21,"Rain",19.56,54.11,19.25,3.83,"No Event",0,TRUE
"T01385","Metro","Station_43","Station_14",-7,"Fog",28.51,62.11,12.57,1.8,"No Event",0,FALSE
"T01386","Bus","Station_7","Station_23",11,"Snow",15.99,39.05,9.02,15.28,"No Event",0,TRUE
"T01387","Metro","Station_16","Station_25",-6,"Clear",27.14,59.71,18.5,2.57,"No Event",0,FALSE
"T01388","Tram","Station_45","Station_15",23,"Storm",NA,60.51,39.07,18.22,"Sports",0,TRUE
"T01389","Bus","Station_47","Station_46",-10,"Snow",-3.14,58.23,16.52,15.03,"No Event",0,FALSE
"T01390","Train","Station_48","Station_22",1,"Rain",25.48,NA,10.59,6.64,"No Event",0,FALSE
"T01391","Train","Station_27","Station_3",12,"Snow",4.2,36.27,16.52,15.55,"No Event",0,TRUE
"T01392","Metro","Station_23","Station_19",8,"Rain",22.87,53.02,8.53,10.94,"Festival",0,TRUE
"T01393","Train","Station_24","Station_44",14,"Snow",19.4,42.12,14.72,15.42,"Concert",0,TRUE
"T01394","Bus","Station_9","Station_34",27,"Storm",15.39,58.9,47.02,19.33,"No Event",0,TRUE
"T01395","Train","Station_35","Station_35",3,"Storm",9.64,55.7,40.9,16.33,"No Event",0,FALSE
"T01396","Tram","Station_20","Station_50",8,"Rain",20.13,52.48,23.06,1.86,"No Event",1,TRUE
"T01397","Tram","Station_37","Station_1",41,"Snow",14.93,46.25,14.8,16.52,"Festival",1,TRUE
"T01398","Metro","Station_42","Station_21",17,"Storm",5.75,51.98,38.75,13.08,"No Event",1,TRUE
"T01399","Bus","Station_17","Station_29",34,"Cloudy",25.21,57.88,13.71,2.25,"No Event",1,TRUE
"T01400","Tram","Station_47","Station_6",4,"Snow",2.52,54.31,21.6,14.8,"Sports",0,FALSE
"T01401","Tram","Station_31","Station_37",25,"Storm",12.21,56.94,53.35,20.94,"Concert",0,TRUE
"T01402","Bus","Station_8","Station_1",-5,"Clear",30.94,50.84,10.79,2.4,"No Event",0,FALSE
"T01403","Train","Station_15","Station_1",-8,"Clear",30.05,58.47,18.56,1.91,"No Event",0,FALSE
"T01404","Train","Station_31","Station_27",-6,"Cloudy",11.82,49.48,NA,2.24,"No Event",0,FALSE
"T01405","Metro","Station_30","Station_21",13,"Storm",13.1,58.29,28.66,14.87,"No Event",0,TRUE
"T01406","Train","Station_46","Station_16",-2,"Clear",18.3,56.37,15.04,2.34,"No Event",0,FALSE
"T01407","Bus","Station_20","Station_44",24,"Snow",15.13,43.61,22.75,15.01,"Parade",0,TRUE
"T01408","Tram","Station_39","Station_40",-1,"Fog",33.26,57.61,6.97,1.89,"No Event",0,FALSE
"T01409","Train","Station_12","Station_26",10,"Storm",15.5,51.64,34.15,10.74,"Concert",0,TRUE
"T01410","Metro","Station_49","Station_16",-5,"Cloudy",20.6,53.2,17.46,1.73,"No Event",0,FALSE
"T01411","Train","Station_17","Station_28",9,"Storm",10.49,49.33,49.19,NA,"No Event",0,TRUE
"T01412","Bus","Station_42","Station_1",36,"Rain",25.39,54.77,18.07,13.98,"Festival",0,TRUE
"T01413","Metro","Station_30","Station_36",7,"Rain",11.92,55.91,22.6,0.54,"Concert",0,TRUE
"T01414","Train","Station_29","Station_10",9,"Clear",28.5,62.48,22.98,2.39,"Parade",0,TRUE
"T01415","Metro","Station_19","Station_43",-3,"Rain",22.17,52.92,16.11,9.19,"No Event",0,FALSE
"T01416","Bus","Station_46","Station_17",-4,"Cloudy",23.16,45.59,17.32,1.67,"No Event",0,FALSE
"T01417","Tram","Station_11","Station_23",6,"Clear",24.11,45.31,13.52,1.68,"No Event",0,TRUE
"T01418","Bus","Station_34","Station_7",1,"Cloudy",19.47,51.83,23.24,2.42,"No Event",0,FALSE
"T01419","Bus","Station_50","Station_44",17,"Snow",NA,52.27,12.07,15.61,"No Event",0,TRUE
"T01420","Bus","Station_7","Station_7",15,"Cloudy",21.32,52.21,31.77,NA,"Festival",0,TRUE
"T01421","Bus","Station_44","Station_44",23,"Rain",24.16,48.5,13.05,9.02,"No Event",0,TRUE
"T01422","Tram","Station_34","Station_15",17,"Snow",6.06,30.84,10.47,16.98,"Festival",0,TRUE
"T01423","Tram","Station_20","Station_34",0,"Rain",17.37,53.95,24.07,8.82,"No Event",0,FALSE
"T01424","Metro","Station_50","Station_46",6,"Cloudy",22.05,44.73,12.82,NA,"Concert",0,TRUE
"T01425","Train","Station_38","Station_45",8,"Rain",16.94,59.54,NA,7.26,"No Event",0,TRUE
"T01426","Tram","Station_24","Station_4",2,"Rain",15.55,47.97,17.79,0.24,"No Event",0,FALSE
"T01427","Tram","Station_10","Station_14",24,"Rain",13.44,47.73,14.43,8.06,"Festival",0,TRUE
"T01428","Train","Station_32","Station_14",5,"Storm",10.49,49.17,49.61,13.93,"No Event",0,TRUE
"T01429","Tram","Station_15","Station_16",11,"Snow",4.65,48.82,17.67,14.35,"Sports",0,TRUE
"T01430","Bus","Station_37","Station_7",29,"Snow",2.58,61.48,3.57,14.59,"No Event",0,TRUE
"T01431","Bus","Station_20","Station_32",14,"Snow",-10.4,55.05,16.74,14.79,"Festival",0,TRUE
"T01432","Train","Station_3","Station_19",0,"Cloudy",21.03,55.43,11.71,2.22,"Sports",0,FALSE
"T01433","Metro","Station_37","Station_2",-3,"Fog",31.35,52.3,12.87,2.17,"No Event",0,FALSE
"T01434","Metro","Station_40","Station_10",0,"Cloudy",16.22,54.17,18.9,2.13,"No Event",0,FALSE
"T01435","Train","Station_8","Station_50",3,"Snow",0.940000000000001,50.16,11.31,14.85,"No Event",0,FALSE
"T01436","Train","Station_40","Station_17",0,"Clear",17.53,49.98,10.93,1.57,"No Event",0,FALSE
"T01437","Bus","Station_44","Station_37",13,"Rain",20.11,55.49,16.3,4.91,"No Event",0,TRUE
"T01438","Metro","Station_23","Station_12",1,"Rain",23.96,44.19,19.7,4.96,"No Event",0,FALSE
"T01439","Tram","Station_40","Station_6",3,"Fog",20.86,56.34,11.9,1.9,"No Event",0,FALSE
"T01440","Bus","Station_11","Station_22",10,"Clear",21.6,58.87,16.51,2.56,"Parade",0,TRUE
"T01441","Train","Station_46","Station_32",6,"Storm",0.739999999999998,50.76,40.32,24.35,"No Event",0,TRUE
"T01442","Metro","Station_8","Station_41",7,"Cloudy",11.79,52.13,27.89,1.51,"Festival",0,TRUE
"T01443","Tram","Station_29","Station_20",12,"Storm",18.8,56.28,50.7,18.29,"No Event",0,TRUE
"T01444","Tram","Station_30","Station_1",4,"Clear",28.79,36.31,10.69,1.57,"Concert",0,FALSE
"T01445","Bus","Station_10","Station_47",20,"Fog",20.99,48.24,15.29,2.04,"No Event",0,TRUE
"T01446","Metro","Station_39","Station_6",-9,"Clear",18.65,48.48,9.74,2.15,"No Event",0,FALSE
"T01447","Metro","Station_28","Station_19",6,"Fog",26.25,51.88,11.91,2.3,"Festival",0,TRUE
"T01448","Train","Station_49","Station_18",14,"Storm",10.97,57.24,43.41,16.03,"Parade",0,TRUE
"T01449","Metro","Station_36","Station_6",15,"Storm",11.52,49.65,36.82,30,"No Event",0,TRUE
"T01450","Metro","Station_13","Station_45",-1,"Clear",23.43,48.41,10.28,1.95,"Festival",0,FALSE
"T01451","Bus","Station_32","Station_33",2,"Clear",8.73,58.61,19.84,1.58,"Concert",0,FALSE
"T01452","Metro","Station_36","Station_23",21,"Rain",18.25,58.68,14.99,0.0899999999999999,"Parade",1,TRUE
"T01453","Tram","Station_37","Station_23",5,"Fog",31.39,50.59,10.22,2.17,"No Event",1,TRUE
"T01454","Bus","Station_26","Station_26",22,"Rain",20.39,47.85,12.36,-2.29,"Parade",1,TRUE
"T01455","Bus","Station_22","Station_13",3,"Cloudy",23.94,46.08,11.45,1.98,"Festival",1,FALSE
"T01456","Train","Station_4","Station_7",-5,"Cloudy",16.78,55.47,18.99,2.11,"No Event",0,FALSE
"T01457","Metro","Station_31","Station_15",-4,"Clear",27.9,51.14,9.26,1.65,"No Event",0,FALSE
"T01458","Train","Station_18","Station_44",10,"Storm",-0.489999999999998,51.72,37.12,NA,"No Event",0,TRUE
"T01459","Tram","Station_38","Station_27",-2,"Cloudy",27.47,59.58,14.8,2.2,"No Event",0,FALSE
"T01460","Bus","Station_24","Station_26",3,"Cloudy",30.17,56.42,10.3,1.58,"Protest",0,FALSE
"T01461","Bus","Station_23","Station_33",22,"Rain",18.7,NA,19.4,4.58,"Sports",0,TRUE
"T01462","Bus","Station_22","Station_15",15,"Rain",14.84,48.61,6.27,3.48,"Sports",0,TRUE
"T01463","Tram","Station_2","Station_36",-3,"Cloudy",23.21,59.71,21.31,1.24,"No Event",0,FALSE
"T01464","Tram","Station_31","Station_45",0,"Clear",25.67,58.89,13.8,2.21,"No Event",0,FALSE
"T01465","Train","Station_11","Station_27",11,"Rain",16.04,50.35,4.91,13.05,"No Event",0,TRUE
"T01466","Train","Station_28","Station_5",0,"Cloudy",20.46,49.16,22.93,2.54,"Sports",0,FALSE
"T01467","Train","Station_46","Station_2",15,"Storm",11.54,52.43,45.83,24.5,"No Event",0,TRUE
"T01468","Metro","Station_32","Station_33",-1,"Rain",15.6,49.89,18.53,5.65,"No Event",0,FALSE
"T01469","Bus","Station_5","Station_16",-11,"Cloudy",15.2,52,22.9,2.44,"No Event",0,FALSE
"T01470","Bus","Station_38","Station_23",-3,"Fog",25.82,58.65,15.83,1.88,"No Event",0,FALSE
"T01471","Train","Station_10","Station_38",1,"Rain",19.75,52.27,23,1.41,"No Event",0,FALSE
"T01472","Bus","Station_40","Station_16",10,"Fog",26.61,51.64,12.74,1.84,"No Event",0,TRUE
"T01473","Train","Station_46","Station_14",4,"Rain",23.02,48.66,15.57,5.45,"Parade",0,FALSE
"T01474","Metro","Station_24","Station_29",3,"Rain",11.62,50.24,17.63,10.29,"No Event",0,FALSE
"T01475","Metro","Station_35","Station_26",16,"Snow",1.1,46.66,21.74,15.05,"Festival",0,TRUE
"T01476","Tram","Station_44","Station_35",6,"Snow",11.68,54.59,13.73,14.24,"No Event",0,TRUE
"T01477","Metro","Station_48","Station_15",-1,"Fog",32.98,54.3,6.13,2.18,"Festival",0,FALSE
"T01478","Train","Station_23","Station_3",-6,"Clear",15.82,43.59,13.92,1.95,"No Event",0,FALSE
"T01479","Metro","Station_17","Station_23",0,"Cloudy",31.98,62.71,NA,2.11,"Protest",0,FALSE
"T01480","Tram","Station_1","Station_29",0,"Clear",20.9,52.75,16.13,1.88,"Festival",0,FALSE
"T01481","Bus","Station_31","Station_34",15,"Clear",22.48,42.21,NA,1.88,"No Event",0,TRUE
"T01482","Train","Station_31","Station_33",14,"Snow",0.379999999999999,41.43,14.08,15.15,"Festival",0,TRUE
"T01483","Bus","Station_42","Station_41",14,"Cloudy",NA,NA,13.66,1.8,"No Event",0,TRUE
"T01484","Tram","Station_42","Station_41",5,"Snow",4.42,41.02,17.48,13.94,"Sports",0,TRUE
"T01485","Tram","Station_34","Station_23",11,"Snow",1.96,47.7,15.06,16.07,"No Event",0,TRUE
"T01486","Tram","Station_9","Station_7",15,"Snow",13.25,47.66,25.12,15.15,"Festival",0,TRUE
"T01487","Bus","Station_22","Station_3",13,"Storm",9.58,52,NA,26.74,"Protest",0,TRUE
"T01488","Bus","Station_13","Station_32",-1,"Clear",26.18,56.26,15.75,1.81,"No Event",0,FALSE
"T01489","Bus","Station_25","Station_31",3,"Clear",27.79,53.94,20.36,2.17,"No Event",0,FALSE
